"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 12 04:31:12 GMT 2022","Fri Aug 12 04:31:22 GMT 2022","10152","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"passed","Fri Aug 12 04:31:01 GMT 2022","Fri Aug 12 04:31:12 GMT 2022","11033","","Проверка сроков ипотеки","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"passed","Fri Aug 12 04:32:19 GMT 2022","Fri Aug 12 04:32:33 GMT 2022","14269","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"passed","Fri Aug 12 04:31:40 GMT 2022","Fri Aug 12 04:31:51 GMT 2022","11034","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"passed","Fri Aug 12 04:33:50 GMT 2022","Fri Aug 12 04:34:04 GMT 2022","13415","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Fri Aug 12 04:34:14 GMT 2022","Fri Aug 12 04:34:22 GMT 2022","8376","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"passed","Fri Aug 12 04:33:38 GMT 2022","Fri Aug 12 04:33:50 GMT 2022","12179","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"passed","Fri Aug 12 04:34:22 GMT 2022","Fri Aug 12 04:34:32 GMT 2022","9500","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"passed","Fri Aug 12 04:32:33 GMT 2022","Fri Aug 12 04:33:25 GMT 2022","51888","","Проверка списка банкоматов в Москве","","tests.officesAndAtms.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Fri Aug 12 04:31:30 GMT 2022","Fri Aug 12 04:31:40 GMT 2022","9709","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"passed","Fri Aug 12 04:31:22 GMT 2022","Fri Aug 12 04:31:30 GMT 2022","8019","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"skipped","Fri Aug 12 04:31:51 GMT 2022","Fri Aug 12 04:31:51 GMT 2022","0","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
"passed","Fri Aug 12 04:31:51 GMT 2022","Fri Aug 12 04:32:05 GMT 2022","13919","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"passed","Fri Aug 12 04:30:48 GMT 2022","Fri Aug 12 04:31:01 GMT 2022","12744","","Проверка акций от банка","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"passed","Fri Aug 12 04:33:25 GMT 2022","Fri Aug 12 04:33:38 GMT 2022","13383","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"skipped","Fri Aug 12 04:33:38 GMT 2022","Fri Aug 12 04:33:38 GMT 2022","0","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Fri Aug 12 04:34:04 GMT 2022","Fri Aug 12 04:34:14 GMT 2022","10214","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Fri Aug 12 04:32:05 GMT 2022","Fri Aug 12 04:32:19 GMT 2022","13760","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
