"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 12 03:29:44 GMT 2022","Fri Aug 12 03:30:00 GMT 2022","15929","","Проверка сроков ипотеки","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"passed","Fri Aug 12 03:33:26 GMT 2022","Fri Aug 12 03:33:36 GMT 2022","10146","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"passed","Fri Aug 12 03:33:15 GMT 2022","Fri Aug 12 03:33:26 GMT 2022","11365","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Fri Aug 12 03:30:24 GMT 2022","Fri Aug 12 03:30:34 GMT 2022","10966","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"passed","Fri Aug 12 03:33:36 GMT 2022","Fri Aug 12 03:33:47 GMT 2022","10587","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"skipped","Fri Aug 12 03:32:45 GMT 2022","Fri Aug 12 03:32:45 GMT 2022","0","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Fri Aug 12 03:30:48 GMT 2022","Fri Aug 12 03:31:04 GMT 2022","16194","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"passed","Fri Aug 12 03:31:21 GMT 2022","Fri Aug 12 03:31:36 GMT 2022","15500","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"skipped","Fri Aug 12 03:30:48 GMT 2022","Fri Aug 12 03:30:48 GMT 2022","1","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
"passed","Fri Aug 12 03:29:29 GMT 2022","Fri Aug 12 03:29:44 GMT 2022","14254","","Проверка акций от банка","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"passed","Fri Aug 12 03:30:00 GMT 2022","Fri Aug 12 03:30:13 GMT 2022","12927","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"passed","Fri Aug 12 03:32:45 GMT 2022","Fri Aug 12 03:32:58 GMT 2022","12714","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"passed","Fri Aug 12 03:31:36 GMT 2022","Fri Aug 12 03:32:30 GMT 2022","53258","","Проверка списка банкоматов в Москве","","tests.officesAndAtms.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Fri Aug 12 03:30:35 GMT 2022","Fri Aug 12 03:30:48 GMT 2022","13383","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"passed","Fri Aug 12 03:30:13 GMT 2022","Fri Aug 12 03:30:24 GMT 2022","10776","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"passed","Fri Aug 12 03:32:58 GMT 2022","Fri Aug 12 03:33:15 GMT 2022","16906","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Fri Aug 12 03:32:30 GMT 2022","Fri Aug 12 03:32:45 GMT 2022","15493","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"passed","Fri Aug 12 03:31:04 GMT 2022","Fri Aug 12 03:31:21 GMT 2022","16698","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
