"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 08 14:07:39 GMT 2022","Mon Aug 08 14:07:57 GMT 2022","17613","","tests.DepositPositiveValuesTest","","tests.DepositPositiveValuesTest","checkDepositValue","checkDepositValue",""
"passed","Mon Aug 08 14:05:32 GMT 2022","Mon Aug 08 14:06:00 GMT 2022","28286","","tests.AccountDocsAccessTest","","tests.AccountDocsAccessTest","currencyTransferAccessTest","currencyTransferAccessTest",""
"passed","Mon Aug 08 14:09:02 GMT 2022","Mon Aug 08 14:09:18 GMT 2022","15474","","tests.BanksOffersTest","","tests.BanksOffersTest","banksOffersCountCheck","banksOffersCountCheck",""
"passed","Mon Aug 08 14:06:37 GMT 2022","Mon Aug 08 14:07:03 GMT 2022","25949","","tests.SmallBusinessSocialsTest","","tests.SmallBusinessSocialsTest","vkUrlTest","vkUrlTest",""
"failed","Mon Aug 08 14:08:20 GMT 2022","Mon Aug 08 14:09:02 GMT 2022","42473","","tests.ATMCheckoutTest","","tests.ATMCheckoutTest","atbNotEmptyCheck","atbNotEmptyCheck",""
"passed","Mon Aug 08 14:07:21 GMT 2022","Mon Aug 08 14:07:39 GMT 2022","18407","","tests.DepositPositiveValuesTest","","tests.DepositPositiveValuesTest","checkTermValue","checkTermValue",""
"failed","Mon Aug 08 14:06:22 GMT 2022","Mon Aug 08 14:06:37 GMT 2022","14561","","tests.SmallBusinessSocialsTest","","tests.SmallBusinessSocialsTest","okUrlTest","okUrlTest",""
"broken","Mon Aug 08 14:06:00 GMT 2022","Mon Aug 08 14:06:22 GMT 2022","21712","","tests.AccountDocsAccessTest","","tests.AccountDocsAccessTest","tariffPDFAccessTest","tariffPDFAccessTest",""
"passed","Mon Aug 08 14:07:57 GMT 2022","Mon Aug 08 14:08:20 GMT 2022","22686","","tests.orderVirtualCardTest","","tests.orderVirtualCardTest","isSmsCodeReadyToInput","isSmsCodeReadyToInput",""
"passed","Mon Aug 08 14:09:18 GMT 2022","Mon Aug 08 14:09:38 GMT 2022","20418","","tests.MortgagePaymentsGraphTest","","tests.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","shouldBeCorrectTimeline",""
"failed","Mon Aug 08 14:07:03 GMT 2022","Mon Aug 08 14:07:21 GMT 2022","18176","","tests.SmallBusinessSocialsTest","","tests.SmallBusinessSocialsTest","tgUrlTest","tgUrlTest",""
