"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 12 07:17:47 GMT 2022","Fri Aug 12 07:18:40 GMT 2022","53327","","Проверка списка банкоматов в Москве","","tests.officesAndAtms.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Fri Aug 12 07:16:06 GMT 2022","Fri Aug 12 07:16:19 GMT 2022","12355","","Проверка сроков ипотеки","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"passed","Fri Aug 12 07:16:29 GMT 2022","Fri Aug 12 07:16:38 GMT 2022","9102","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"passed","Fri Aug 12 07:16:19 GMT 2022","Fri Aug 12 07:16:29 GMT 2022","10478","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"broken","Fri Aug 12 07:19:25 GMT 2022","Fri Aug 12 07:21:51 GMT 2022","146218","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Fri Aug 12 07:16:59 GMT 2022","Fri Aug 12 07:17:16 GMT 2022","16913","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"passed","Fri Aug 12 07:15:54 GMT 2022","Fri Aug 12 07:16:06 GMT 2022","11746","","Проверка акций от банка","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"passed","Fri Aug 12 07:17:31 GMT 2022","Fri Aug 12 07:17:47 GMT 2022","16374","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"passed","Fri Aug 12 07:16:38 GMT 2022","Fri Aug 12 07:16:47 GMT 2022","9231","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"passed","Fri Aug 12 07:16:47 GMT 2022","Fri Aug 12 07:16:59 GMT 2022","11460","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"broken","Fri Aug 12 07:21:51 GMT 2022","Fri Aug 12 07:24:12 GMT 2022","140652","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Fri Aug 12 07:18:41 GMT 2022","Fri Aug 12 07:19:14 GMT 2022","33804","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"passed","Fri Aug 12 07:19:14 GMT 2022","Fri Aug 12 07:19:25 GMT 2022","10769","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"skipped","Fri Aug 12 07:19:14 GMT 2022","Fri Aug 12 07:19:14 GMT 2022","0","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Fri Aug 12 07:17:16 GMT 2022","Fri Aug 12 07:17:31 GMT 2022","14932","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"broken","Fri Aug 12 07:26:33 GMT 2022","Fri Aug 12 07:28:53 GMT 2022","140532","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"broken","Fri Aug 12 07:24:12 GMT 2022","Fri Aug 12 07:26:33 GMT 2022","140522","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"skipped","Fri Aug 12 07:16:59 GMT 2022","Fri Aug 12 07:16:59 GMT 2022","0","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
