"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 12 01:28:02 GMT 2022","Fri Aug 12 01:28:14 GMT 2022","11961","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"passed","Fri Aug 12 01:26:09 GMT 2022","Fri Aug 12 01:27:04 GMT 2022","54946","","Проверка списка банкоматов в Москве","","tests.officesAndAtms.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Fri Aug 12 01:25:01 GMT 2022","Fri Aug 12 01:25:14 GMT 2022","13307","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"skipped","Fri Aug 12 01:27:20 GMT 2022","Fri Aug 12 01:27:20 GMT 2022","0","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Fri Aug 12 01:27:34 GMT 2022","Fri Aug 12 01:27:51 GMT 2022","17554","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Fri Aug 12 01:27:20 GMT 2022","Fri Aug 12 01:27:34 GMT 2022","13697","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"passed","Fri Aug 12 01:25:33 GMT 2022","Fri Aug 12 01:25:50 GMT 2022","17095","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"passed","Fri Aug 12 01:27:04 GMT 2022","Fri Aug 12 01:27:20 GMT 2022","16380","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"passed","Fri Aug 12 01:24:49 GMT 2022","Fri Aug 12 01:25:01 GMT 2022","11654","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"passed","Fri Aug 12 01:25:50 GMT 2022","Fri Aug 12 01:26:09 GMT 2022","18622","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"passed","Fri Aug 12 01:28:14 GMT 2022","Fri Aug 12 01:28:23 GMT 2022","9597","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"passed","Fri Aug 12 01:24:37 GMT 2022","Fri Aug 12 01:24:49 GMT 2022","11570","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"passed","Fri Aug 12 01:24:07 GMT 2022","Fri Aug 12 01:24:23 GMT 2022","16073","","Проверка сроков ипотеки","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"passed","Fri Aug 12 01:25:14 GMT 2022","Fri Aug 12 01:25:33 GMT 2022","18979","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"skipped","Fri Aug 12 01:25:14 GMT 2022","Fri Aug 12 01:25:14 GMT 2022","0","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
"passed","Fri Aug 12 01:24:23 GMT 2022","Fri Aug 12 01:24:37 GMT 2022","14138","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"passed","Fri Aug 12 01:27:51 GMT 2022","Fri Aug 12 01:28:02 GMT 2022","10176","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Fri Aug 12 01:23:54 GMT 2022","Fri Aug 12 01:24:07 GMT 2022","13440","","Проверка акций от банка","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
