"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","19","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","25","","tests.cards.VirtualCardOrderTest","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"broken","Tue Aug 09 18:26:03 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","89","","tests.onlineBank.OnlineBankLoginTest","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","24","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"broken","Tue Aug 09 18:26:03 GMT 2022","Tue Aug 09 18:26:03 GMT 2022","23","","tests.mortgage.MortgagePaymentsGraphTest","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","15","","tests.cards.VirtualCardOrderTest","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","13","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","39","","tests.onlineBank.OnlineBankLoginTest","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","44","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","23","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"broken","Tue Aug 09 18:26:01 GMT 2022","Tue Aug 09 18:26:03 GMT 2022","2587","","tests.offers.BanksOffersTest","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","25","","tests.onlineBank.OnlineBankTermsAndPolicyTest","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","94","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","25","","tests.cards.VirtualCardOrderTest","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","33","","tests.officesAndBanks.ATMCheckoutTest","","tests.officesAndBanks.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"broken","Tue Aug 09 18:26:04 GMT 2022","Tue Aug 09 18:26:04 GMT 2022","17","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"broken","Tue Aug 09 18:26:03 GMT 2022","Tue Aug 09 18:26:03 GMT 2022","42","","tests.onlineBank.OnlineBankLoginTest","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
