"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 08 15:00:57 GMT 2022","Mon Aug 08 15:01:35 GMT 2022","37532","","tests.ATMCheckoutTest","","tests.ATMCheckoutTest","atbNotEmptyCheck","atbNotEmptyCheck",""
"passed","Mon Aug 08 14:59:12 GMT 2022","Mon Aug 08 14:59:28 GMT 2022","15885","","tests.SmallBusinessSocialsTest","","tests.SmallBusinessSocialsTest","okUrlTest","okUrlTest",""
"failed","Mon Aug 08 14:58:48 GMT 2022","Mon Aug 08 14:59:12 GMT 2022","24652","","tests.AccountDocsAccessTest","","tests.AccountDocsAccessTest","tariffPDFAccessTest","tariffPDFAccessTest",""
"passed","Mon Aug 08 15:00:37 GMT 2022","Mon Aug 08 15:00:57 GMT 2022","20036","","tests.orderVirtualCardTest","","tests.orderVirtualCardTest","isSmsCodeReadyToInput","isSmsCodeReadyToInput",""
"passed","Mon Aug 08 15:01:53 GMT 2022","Mon Aug 08 15:02:13 GMT 2022","19831","","tests.MortgagePaymentsGraphTest","","tests.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","shouldBeCorrectTimeline",""
"passed","Mon Aug 08 14:59:28 GMT 2022","Mon Aug 08 14:59:53 GMT 2022","24954","","tests.SmallBusinessSocialsTest","","tests.SmallBusinessSocialsTest","vkUrlTest","vkUrlTest",""
"passed","Mon Aug 08 15:00:07 GMT 2022","Mon Aug 08 15:00:19 GMT 2022","12283","","tests.DepositPositiveValuesTest","","tests.DepositPositiveValuesTest","checkTermValue","checkTermValue",""
"failed","Mon Aug 08 14:58:27 GMT 2022","Mon Aug 08 14:58:47 GMT 2022","20084","","tests.AccountDocsAccessTest","","tests.AccountDocsAccessTest","currencyTransferAccessTest","currencyTransferAccessTest",""
"passed","Mon Aug 08 15:00:19 GMT 2022","Mon Aug 08 15:00:37 GMT 2022","18141","","tests.DepositPositiveValuesTest","","tests.DepositPositiveValuesTest","checkDepositValue","checkDepositValue",""
"passed","Mon Aug 08 14:59:53 GMT 2022","Mon Aug 08 15:00:07 GMT 2022","13560","","tests.SmallBusinessSocialsTest","","tests.SmallBusinessSocialsTest","tgUrlTest","tgUrlTest",""
"passed","Mon Aug 08 15:01:35 GMT 2022","Mon Aug 08 15:01:53 GMT 2022","18186","","tests.BanksOffersTest","","tests.BanksOffersTest","banksOffersCountCheck","banksOffersCountCheck",""
