"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 10 17:33:22 GMT 2022","Wed Aug 10 17:33:46 GMT 2022","23435","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Wed Aug 10 17:34:04 GMT 2022","Wed Aug 10 17:34:18 GMT 2022","13595","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"passed","Wed Aug 10 17:32:46 GMT 2022","Wed Aug 10 17:33:03 GMT 2022","16699","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"passed","Wed Aug 10 17:31:34 GMT 2022","Wed Aug 10 17:31:53 GMT 2022","18572","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"passed","Wed Aug 10 17:29:48 GMT 2022","Wed Aug 10 17:30:01 GMT 2022","12512","","Проверка сроков ипотеки","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"passed","Wed Aug 10 17:29:30 GMT 2022","Wed Aug 10 17:29:48 GMT 2022","18451","","Проверка акций от банка","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"skipped","Wed Aug 10 17:33:03 GMT 2022","Wed Aug 10 17:33:03 GMT 2022","0","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Wed Aug 10 17:34:18 GMT 2022","Wed Aug 10 17:34:30 GMT 2022","12626","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"skipped","Wed Aug 10 17:31:00 GMT 2022","Wed Aug 10 17:31:00 GMT 2022","0","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
"passed","Wed Aug 10 17:30:39 GMT 2022","Wed Aug 10 17:31:00 GMT 2022","20985","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"passed","Wed Aug 10 17:30:01 GMT 2022","Wed Aug 10 17:30:15 GMT 2022","13909","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"passed","Wed Aug 10 17:30:15 GMT 2022","Wed Aug 10 17:30:26 GMT 2022","11730","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"passed","Wed Aug 10 17:31:17 GMT 2022","Wed Aug 10 17:31:34 GMT 2022","17618","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"passed","Wed Aug 10 17:33:03 GMT 2022","Wed Aug 10 17:33:22 GMT 2022","19090","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"passed","Wed Aug 10 17:31:00 GMT 2022","Wed Aug 10 17:31:17 GMT 2022","17038","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"passed","Wed Aug 10 17:30:26 GMT 2022","Wed Aug 10 17:30:39 GMT 2022","12278","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"passed","Wed Aug 10 17:31:53 GMT 2022","Wed Aug 10 17:32:46 GMT 2022","53424","","Проверка списка банкоматов в Москве","","tests.officesAndAtms.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Wed Aug 10 17:33:46 GMT 2022","Wed Aug 10 17:34:04 GMT 2022","18381","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
