"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 12 05:18:11 GMT 2022","Fri Aug 12 05:18:20 GMT 2022","9308","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"passed","Fri Aug 12 05:19:11 GMT 2022","Fri Aug 12 05:19:25 GMT 2022","14049","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"passed","Fri Aug 12 05:21:16 GMT 2022","Fri Aug 12 05:21:26 GMT 2022","9810","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"passed","Fri Aug 12 05:18:56 GMT 2022","Fri Aug 12 05:19:11 GMT 2022","14573","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"skipped","Fri Aug 12 05:20:31 GMT 2022","Fri Aug 12 05:20:31 GMT 2022","0","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Fri Aug 12 05:20:31 GMT 2022","Fri Aug 12 05:20:43 GMT 2022","12201","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"skipped","Fri Aug 12 05:18:42 GMT 2022","Fri Aug 12 05:18:42 GMT 2022","0","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
"passed","Fri Aug 12 05:18:42 GMT 2022","Fri Aug 12 05:18:56 GMT 2022","14199","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"passed","Fri Aug 12 05:20:43 GMT 2022","Fri Aug 12 05:20:57 GMT 2022","13472","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Fri Aug 12 05:18:20 GMT 2022","Fri Aug 12 05:18:29 GMT 2022","9014","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"passed","Fri Aug 12 05:20:17 GMT 2022","Fri Aug 12 05:20:31 GMT 2022","13857","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"passed","Fri Aug 12 05:19:25 GMT 2022","Fri Aug 12 05:20:17 GMT 2022","52504","","Проверка списка банкоматов в Москве","","tests.officesAndAtms.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Fri Aug 12 05:18:29 GMT 2022","Fri Aug 12 05:18:42 GMT 2022","12689","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"passed","Fri Aug 12 05:21:07 GMT 2022","Fri Aug 12 05:21:16 GMT 2022","9679","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"passed","Fri Aug 12 05:17:36 GMT 2022","Fri Aug 12 05:17:49 GMT 2022","12898","","Проверка акций от банка","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"passed","Fri Aug 12 05:18:00 GMT 2022","Fri Aug 12 05:18:11 GMT 2022","10338","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"passed","Fri Aug 12 05:20:57 GMT 2022","Fri Aug 12 05:21:07 GMT 2022","10118","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Fri Aug 12 05:17:49 GMT 2022","Fri Aug 12 05:18:00 GMT 2022","11042","","Проверка сроков ипотеки","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
