"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 08 16:30:04 GMT 2022","Mon Aug 08 16:30:20 GMT 2022","16158","","tests.cards.orderVirtualCardTest","","tests.cards.orderVirtualCardTest","isSmsCodeReadyToInput","isSmsCodeReadyToInput",""
"failed","Mon Aug 08 16:31:35 GMT 2022","Mon Aug 08 16:31:48 GMT 2022","12749","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","tgUrlTest",""
"passed","Mon Aug 08 16:31:08 GMT 2022","Mon Aug 08 16:31:35 GMT 2022","26940","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","vkUrlTest",""
"failed","Mon Aug 08 16:30:20 GMT 2022","Mon Aug 08 16:30:40 GMT 2022","19378","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","currencyTransferAccessTest",""
"passed","Mon Aug 08 16:32:45 GMT 2022","Mon Aug 08 16:32:56 GMT 2022","10647","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","checkDepositValue",""
"passed","Mon Aug 08 16:32:31 GMT 2022","Mon Aug 08 16:32:45 GMT 2022","14002","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkTermValue","checkTermValue",""
"passed","Mon Aug 08 16:29:36 GMT 2022","Mon Aug 08 16:29:52 GMT 2022","15105","","tests.offers.BanksOffersTest","","tests.offers.BanksOffersTest","banksOffersCountCheck","banksOffersCountCheck",""
"passed","Mon Aug 08 16:30:56 GMT 2022","Mon Aug 08 16:31:08 GMT 2022","12574","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","okUrlTest",""
"passed","Mon Aug 08 16:29:52 GMT 2022","Mon Aug 08 16:30:04 GMT 2022","12382","","tests.mortgage.MortgagePaymentsGraphTest","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","shouldBeCorrectTimeline",""
"failed","Mon Aug 08 16:30:40 GMT 2022","Mon Aug 08 16:30:56 GMT 2022","15946","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","tariffPDFAccessTest",""
"failed","Mon Aug 08 16:31:48 GMT 2022","Mon Aug 08 16:32:31 GMT 2022","42780","","tests.officesAndBanks.ATMCheckoutTest","","tests.officesAndBanks.ATMCheckoutTest","atbNotEmptyCheck","atbNotEmptyCheck",""
