"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 12 06:23:03 GMT 2022","Fri Aug 12 06:23:18 GMT 2022","14522","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"passed","Fri Aug 12 06:25:05 GMT 2022","Fri Aug 12 06:25:21 GMT 2022","15819","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"passed","Fri Aug 12 06:24:46 GMT 2022","Fri Aug 12 06:25:05 GMT 2022","18471","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"skipped","Fri Aug 12 06:23:03 GMT 2022","Fri Aug 12 06:23:03 GMT 2022","0","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
"passed","Fri Aug 12 06:23:18 GMT 2022","Fri Aug 12 06:23:36 GMT 2022","18373","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"passed","Fri Aug 12 06:22:49 GMT 2022","Fri Aug 12 06:23:03 GMT 2022","13918","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"passed","Fri Aug 12 06:23:53 GMT 2022","Fri Aug 12 06:24:46 GMT 2022","53150","","Проверка списка банкоматов в Москве","","tests.officesAndAtms.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Fri Aug 12 06:25:59 GMT 2022","Fri Aug 12 06:26:11 GMT 2022","11326","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"passed","Fri Aug 12 06:22:38 GMT 2022","Fri Aug 12 06:22:49 GMT 2022","10824","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"passed","Fri Aug 12 06:21:57 GMT 2022","Fri Aug 12 06:22:12 GMT 2022","14681","","Проверка сроков ипотеки","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"passed","Fri Aug 12 06:22:26 GMT 2022","Fri Aug 12 06:22:38 GMT 2022","12275","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"skipped","Fri Aug 12 06:25:05 GMT 2022","Fri Aug 12 06:25:05 GMT 2022","0","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Fri Aug 12 06:21:42 GMT 2022","Fri Aug 12 06:21:57 GMT 2022","15093","","Проверка акций от банка","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"passed","Fri Aug 12 06:22:12 GMT 2022","Fri Aug 12 06:22:26 GMT 2022","13868","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"passed","Fri Aug 12 06:23:36 GMT 2022","Fri Aug 12 06:23:53 GMT 2022","17040","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"passed","Fri Aug 12 06:25:37 GMT 2022","Fri Aug 12 06:25:48 GMT 2022","10728","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Fri Aug 12 06:25:21 GMT 2022","Fri Aug 12 06:25:37 GMT 2022","16493","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Fri Aug 12 06:25:48 GMT 2022","Fri Aug 12 06:25:59 GMT 2022","11687","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
