"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 10 14:29:19 GMT 2022","Wed Aug 10 14:29:29 GMT 2022","9559","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Wed Aug 10 14:27:18 GMT 2022","Wed Aug 10 14:27:36 GMT 2022","18250","","tests.onlineBank.OnlineBankTermsAndPolicyTest","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"passed","Wed Aug 10 14:26:37 GMT 2022","Wed Aug 10 14:26:52 GMT 2022","15248","","tests.onlineBank.OnlineBankLoginTest","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"passed","Wed Aug 10 14:27:36 GMT 2022","Wed Aug 10 14:27:54 GMT 2022","18538","","tests.cards.VirtualCardOrderTest","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"passed","Wed Aug 10 14:27:54 GMT 2022","Wed Aug 10 14:28:09 GMT 2022","14382","","tests.cards.VirtualCardOrderTest","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"passed","Wed Aug 10 14:26:25 GMT 2022","Wed Aug 10 14:26:37 GMT 2022","11622","","tests.mortgage.MortgagePaymentsGraphTest","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"passed","Wed Aug 10 14:30:27 GMT 2022","Wed Aug 10 14:30:41 GMT 2022","14151","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"passed","Wed Aug 10 14:29:29 GMT 2022","Wed Aug 10 14:30:27 GMT 2022","57723","","tests.officesAndBanks.ATMCheckoutTest","","tests.officesAndBanks.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"skipped","Wed Aug 10 14:28:45 GMT 2022","Wed Aug 10 14:28:45 GMT 2022","0","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"skipped","Wed Aug 10 14:27:36 GMT 2022","Wed Aug 10 14:27:36 GMT 2022","0","","tests.onlineBank.OnlineBankTermsAndPolicyTest","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
"passed","Wed Aug 10 14:28:26 GMT 2022","Wed Aug 10 14:28:45 GMT 2022","18613","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"passed","Wed Aug 10 14:30:41 GMT 2022","Wed Aug 10 14:30:54 GMT 2022","12973","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"passed","Wed Aug 10 14:28:45 GMT 2022","Wed Aug 10 14:29:00 GMT 2022","14923","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"passed","Wed Aug 10 14:29:00 GMT 2022","Wed Aug 10 14:29:19 GMT 2022","19435","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Wed Aug 10 14:26:11 GMT 2022","Wed Aug 10 14:26:25 GMT 2022","14283","","tests.offers.BanksOffersTest","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"passed","Wed Aug 10 14:26:52 GMT 2022","Wed Aug 10 14:27:05 GMT 2022","12800","","tests.onlineBank.OnlineBankLoginTest","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"passed","Wed Aug 10 14:28:09 GMT 2022","Wed Aug 10 14:28:26 GMT 2022","17577","","tests.cards.VirtualCardOrderTest","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"passed","Wed Aug 10 14:27:05 GMT 2022","Wed Aug 10 14:27:18 GMT 2022","12555","","tests.onlineBank.OnlineBankLoginTest","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
