"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 12 16:27:06 GMT 2022","Fri Aug 12 16:27:18 GMT 2022","11751","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Fri Aug 12 16:24:28 GMT 2022","Fri Aug 12 16:24:42 GMT 2022","13324","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"passed","Fri Aug 12 16:24:55 GMT 2022","Fri Aug 12 16:25:10 GMT 2022","14452","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"passed","Fri Aug 12 16:25:10 GMT 2022","Fri Aug 12 16:25:26 GMT 2022","15922","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"passed","Fri Aug 12 16:24:18 GMT 2022","Fri Aug 12 16:24:28 GMT 2022","10406","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"skipped","Fri Aug 12 16:26:35 GMT 2022","Fri Aug 12 16:26:35 GMT 2022","0","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Fri Aug 12 16:23:25 GMT 2022","Fri Aug 12 16:23:40 GMT 2022","15164","","Проверка акций от банка","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"passed","Fri Aug 12 16:27:18 GMT 2022","Fri Aug 12 16:27:27 GMT 2022","9134","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"passed","Fri Aug 12 16:23:40 GMT 2022","Fri Aug 12 16:23:56 GMT 2022","16195","","Проверка сроков ипотеки","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"skipped","Fri Aug 12 16:24:42 GMT 2022","Fri Aug 12 16:24:42 GMT 2022","0","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
"passed","Fri Aug 12 16:26:49 GMT 2022","Fri Aug 12 16:27:06 GMT 2022","17047","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Fri Aug 12 16:24:09 GMT 2022","Fri Aug 12 16:24:18 GMT 2022","8884","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"passed","Fri Aug 12 16:23:56 GMT 2022","Fri Aug 12 16:24:09 GMT 2022","12887","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"passed","Fri Aug 12 16:24:42 GMT 2022","Fri Aug 12 16:24:55 GMT 2022","13594","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"passed","Fri Aug 12 16:25:26 GMT 2022","Fri Aug 12 16:26:19 GMT 2022","53404","","Проверка списка банкоматов в Москве","","tests.officesAndAtms.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Fri Aug 12 16:27:27 GMT 2022","Fri Aug 12 16:27:37 GMT 2022","10420","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"passed","Fri Aug 12 16:26:35 GMT 2022","Fri Aug 12 16:26:49 GMT 2022","14228","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"passed","Fri Aug 12 16:26:19 GMT 2022","Fri Aug 12 16:26:35 GMT 2022","15434","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
