"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 10 22:58:17 GMT 2022","Wed Aug 10 22:58:31 GMT 2022","13975","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"passed","Wed Aug 10 22:59:38 GMT 2022","Wed Aug 10 23:00:31 GMT 2022","52583","","Проверка списка банкоматов в Москве","","tests.officesAndAtms.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Wed Aug 10 23:00:31 GMT 2022","Wed Aug 10 23:00:52 GMT 2022","21308","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"passed","Wed Aug 10 22:58:31 GMT 2022","Wed Aug 10 22:58:40 GMT 2022","9035","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"passed","Wed Aug 10 22:58:40 GMT 2022","Wed Aug 10 22:58:54 GMT 2022","13392","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"passed","Wed Aug 10 23:01:29 GMT 2022","Wed Aug 10 23:01:43 GMT 2022","14768","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"passed","Wed Aug 10 22:57:54 GMT 2022","Wed Aug 10 22:58:07 GMT 2022","12262","","Проверка сроков ипотеки","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
"passed","Wed Aug 10 22:58:54 GMT 2022","Wed Aug 10 22:59:09 GMT 2022","15353","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","incorrectPhoneRequest","Вводим не полный номер телефона",""
"skipped","Wed Aug 10 23:00:52 GMT 2022","Wed Aug 10 23:00:52 GMT 2022","0","","Проверка документа 'Правила оформления Поручений на перевод иностранной валюты'","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Wed Aug 10 22:59:09 GMT 2022","Wed Aug 10 22:59:24 GMT 2022","15167","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"passed","Wed Aug 10 22:58:07 GMT 2022","Wed Aug 10 22:58:17 GMT 2022","10569","","Проверка логина в онлайн банк как частное лицо","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"passed","Wed Aug 10 22:57:36 GMT 2022","Wed Aug 10 22:57:54 GMT 2022","17769","","Проверка акций от банка","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"passed","Wed Aug 10 23:01:43 GMT 2022","Wed Aug 10 23:01:53 GMT 2022","9606","","Не выходим за допустимые значения депозита и срока","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"passed","Wed Aug 10 23:01:19 GMT 2022","Wed Aug 10 23:01:28 GMT 2022","9884","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Wed Aug 10 23:01:04 GMT 2022","Wed Aug 10 23:01:19 GMT 2022","14165","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Wed Aug 10 22:59:24 GMT 2022","Wed Aug 10 22:59:38 GMT 2022","13899","","Оформление виртуальной карты","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Не вводим номер и просто жмем 'оформить карту'",""
"skipped","Wed Aug 10 22:58:54 GMT 2022","Wed Aug 10 22:58:54 GMT 2022","0","","Проверка файлов по ссылкам 'условия доступа' и 'политика конфиденциальности'","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedPolicyPDF","Политика кофиденциальности",""
"passed","Wed Aug 10 23:00:52 GMT 2022","Wed Aug 10 23:01:04 GMT 2022","12280","","Проверка ссылок на соцсети","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
