"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 08 16:53:06 GMT 2022","Mon Aug 08 16:53:43 GMT 2022","37103","","tests.officesAndBanks.ATMCheckoutTest","","tests.officesAndBanks.ATMCheckoutTest","atbNotEmptyCheck","atbNotEmptyCheck",""
"passed","Mon Aug 08 16:52:44 GMT 2022","Mon Aug 08 16:52:57 GMT 2022","12827","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","vkUrlTest",""
"passed","Mon Aug 08 16:52:35 GMT 2022","Mon Aug 08 16:52:44 GMT 2022","9479","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","okUrlTest",""
"passed","Mon Aug 08 16:51:34 GMT 2022","Mon Aug 08 16:51:50 GMT 2022","15913","","tests.mortgage.MortgagePaymentsGraphTest","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","shouldBeCorrectTimeline",""
"passed","Mon Aug 08 16:53:43 GMT 2022","Mon Aug 08 16:53:52 GMT 2022","8872","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkTermValue","checkTermValue",""
"passed","Mon Aug 08 16:51:24 GMT 2022","Mon Aug 08 16:51:34 GMT 2022","10295","","tests.offers.BanksOffersTest","","tests.offers.BanksOffersTest","banksOffersCountCheck","banksOffersCountCheck",""
"passed","Mon Aug 08 16:52:57 GMT 2022","Mon Aug 08 16:53:06 GMT 2022","9068","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","tgUrlTest",""
"failed","Mon Aug 08 16:52:19 GMT 2022","Mon Aug 08 16:52:35 GMT 2022","15234","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","tariffPDFAccessTest",""
"passed","Mon Aug 08 16:53:52 GMT 2022","Mon Aug 08 16:54:01 GMT 2022","8652","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","checkDepositValue",""
"failed","Mon Aug 08 16:52:03 GMT 2022","Mon Aug 08 16:52:19 GMT 2022","16723","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","currencyTransferAccessTest",""
"passed","Mon Aug 08 16:51:50 GMT 2022","Mon Aug 08 16:52:03 GMT 2022","12132","","tests.cards.orderVirtualCardTest","","tests.cards.orderVirtualCardTest","isSmsCodeReadyToInput","isSmsCodeReadyToInput",""
