"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 08 21:44:53 GMT 2022","Mon Aug 08 21:45:09 GMT 2022","16032","","tests.onlineBank.OnlineBankTermsAndPolicyTest","","tests.onlineBank.OnlineBankTermsAndPolicyTest","expectedTermsPDF","Условия доступа",""
"passed","Mon Aug 08 21:44:13 GMT 2022","Mon Aug 08 21:44:30 GMT 2022","17334","","tests.onlineBank.OnlineBankLoginTest","","tests.onlineBank.OnlineBankLoginTest","emptyPhoneNumberInput","Пустой телефон",""
"failed","Mon Aug 08 21:46:32 GMT 2022","Mon Aug 08 21:46:47 GMT 2022","14160","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","tariffPDFAccessTest","Документы об изменении тарифов",""
"passed","Mon Aug 08 21:47:07 GMT 2022","Mon Aug 08 21:47:26 GMT 2022","19341","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","vkUrlTest","вКонтакте",""
"passed","Mon Aug 08 21:48:39 GMT 2022","Mon Aug 08 21:48:51 GMT 2022","12092","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkDepositValue","Проверка допустимых значений суммы вклада",""
"passed","Mon Aug 08 21:47:44 GMT 2022","Mon Aug 08 21:48:28 GMT 2022","44017","","tests.officesAndBanks.ATMCheckoutTest","","tests.officesAndBanks.ATMCheckoutTest","atbNotEmptyCheck","Проверяем наличие доступных банкоматов",""
"passed","Mon Aug 08 21:46:47 GMT 2022","Mon Aug 08 21:47:07 GMT 2022","20319","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","okUrlTest","Одноклассники",""
"failed","Mon Aug 08 21:45:49 GMT 2022","Mon Aug 08 21:46:32 GMT 2022","43318","","tests.smallBusiness.AccountDocsAccessTest","","tests.smallBusiness.AccountDocsAccessTest","currencyTransferAccessTest","Документы о поручениях на перевод",""
"passed","Mon Aug 08 21:44:30 GMT 2022","Mon Aug 08 21:44:41 GMT 2022","10817","","tests.onlineBank.OnlineBankLoginTest","","tests.onlineBank.OnlineBankLoginTest","incorrectPhoneNumberInput","Неправильный номер телефона",""
"passed","Mon Aug 08 21:43:36 GMT 2022","Mon Aug 08 21:43:54 GMT 2022","17998","","tests.offers.BanksOffersTest","","tests.offers.BanksOffersTest","banksOffersCountCheck","Проверка о совпадении кол-ва акции у чекбокса 'Акции' и кол-во карточек с предложениями",""
"passed","Mon Aug 08 21:45:09 GMT 2022","Mon Aug 08 21:45:32 GMT 2022","22890","","tests.cards.VirtualCardOrderTest","","tests.cards.VirtualCardOrderTest","isSmsCodeReadyToInput","Подтверждение смс кода",""
"passed","Mon Aug 08 21:47:26 GMT 2022","Mon Aug 08 21:47:44 GMT 2022","17269","","tests.smallBusiness.SmallBusinessSocialsTest","","tests.smallBusiness.SmallBusinessSocialsTest","tgUrlTest","Телеграмм",""
"passed","Mon Aug 08 21:45:32 GMT 2022","Mon Aug 08 21:45:49 GMT 2022","16822","","tests.cards.VirtualCardOrderTest","","tests.cards.VirtualCardOrderTest","emptyPhoneRequest","Ошибка ввода номера телефона",""
"passed","Mon Aug 08 21:48:28 GMT 2022","Mon Aug 08 21:48:39 GMT 2022","11127","","tests.deposit.DepositPositiveValuesTest","","tests.deposit.DepositPositiveValuesTest","checkTermValue","Проверка допустимых значений сроков вклада",""
"passed","Mon Aug 08 21:44:41 GMT 2022","Mon Aug 08 21:44:53 GMT 2022","12556","","tests.onlineBank.OnlineBankLoginTest","","tests.onlineBank.OnlineBankLoginTest","correctPhoneNumberInput","Подтверждаем код",""
"passed","Mon Aug 08 21:43:54 GMT 2022","Mon Aug 08 21:44:13 GMT 2022","18754","","tests.mortgage.MortgagePaymentsGraphTest","","tests.mortgage.MortgagePaymentsGraphTest","shouldBeCorrectTimeline","Проверка совпадения сроков ипотеки с годами в таблице платежей",""
